246,30,269,30,269,51,246,51,其
﻿246,51,269,51,269,72,246,72,造
﻿246,72,269,72,269,93,246,93,宫
﻿246,93,269,93,269,114,246,114,殿
﻿246,114,269,114,269,135,246,135,也
﻿246,135,269,135,269,156,246,156,則
﻿246,156,269,156,269,177,246,177,以
﻿246,177,269,177,269,198,246,198,金
﻿246,198,269,198,269,219,246,219,銀
﻿246,219,269,219,269,240,246,240,而
﻿246,240,269,240,269,261,246,261,裝
﻿246,261,269,261,269,282,246,282,盖
﻿246,282,269,282,269,303,246,303,凣
﻿246,303,269,303,269,324,246,324,此
﻿246,324,269,324,269,345,246,345,之
﻿246,345,269,345,269,366,246,366,類
﻿246,366,269,366,269,387,246,387,皆
﻿246,387,269,387,269,408,246,408,不
﻿214,31,238,31,238,51,214,51,若
﻿214,51,238,51,238,72,214,72,李
﻿214,72,238,72,238,93,214,93,祖
﻿214,93,238,93,238,114,214,114,之
﻿214,114,238,114,238,135,214,135,長
﻿214,135,238,135,238,156,214,156,慮
﻿214,156,238,156,238,177,214,177,文
﻿214,177,238,177,238,198,214,198,休
﻿214,198,238,198,238,219,214,219,謂
﻿214,219,238,219,238,240,214,240,以
﻿214,240,238,240,238,261,214,261,李
﻿214,261,238,261,238,282,214,282,德
﻿214,282,238,282,238,303,214,303,鍳
﻿214,303,238,303,238,324,214,324,黎
﻿214,324,238,324,238,345,214,345,爲
﻿214,345,238,345,238,366,214,366,厚
﻿214,366,238,366,238,387,214,387,詎
﻿214,387,238,387,238,408,214,408,不
﻿186,31,208,31,208,51,186,51,信
﻿186,51,208,51,208,72,186,72,歟
﻿157,50,176,50,176,71,157,71,中
﻿157,71,176,71,176,92,157,92,宗
﻿157,92,176,92,176,113,157,113,皇
﻿157,113,176,113,176,135,157,135,帝
﻿167,136,181,136,181,156,167,156,諱
﻿167,156,181,156,181,177,167,177,龍
﻿167,177,181,177,181,198,167,198,鉞
﻿167,198,181,198,181,218,167,218,大
﻿167,218,181,218,181,239,167,239,行
﻿167,239,181,239,181,260,167,260,第
﻿167,260,181,260,181,280,167,280,三
﻿167,280,181,280,181,301,167,301,子
﻿167,301,181,301,181,322,167,322,母
﻿167,322,181,322,181,342,167,342,祇
﻿167,342,181,342,181,363,167,363,候
﻿167,363,181,363,181,384,167,384,妙
﻿167,384,181,384,181,405,167,405,女
﻿152,136,165,136,165,156,152,156,也
﻿152,156,165,156,165,177,152,177,即
﻿152,177,165,177,165,198,152,198,位
﻿152,198,165,198,165,219,152,219,三
﻿152,219,165,219,165,239,152,239,日
﻿152,239,165,239,165,260,152,260,爲
﻿152,260,165,260,165,281,152,281,同
﻿152,281,165,281,165,302,152,302,母
﻿152,302,165,302,165,322,152,322,第
﻿152,322,165,322,165,343,152,343,龍
﻿152,343,165,343,165,364,152,364,鋌
﻿152,364,165,364,165,385,152,385,所
﻿152,385,165,385,165,406,152,406,弑
﻿138,70,150,70,150,92,138,92,而
﻿138,92,150,92,150,114,138,114,崩
﻿138,114,150,114,150,137,138,137,壽
﻿138,137,150,137,150,159,138,159,二
﻿138,159,150,159,150,182,138,182,十
﻿138,182,150,182,150,204,138,204,三
﻿138,204,150,204,150,227,138,227,帝
﻿138,227,150,227,150,249,138,249,失
﻿138,249,150,249,150,272,138,272,於
﻿138,272,150,272,150,294,138,294,防
﻿138,294,150,294,150,317,138,317,微
﻿138,317,150,317,150,339,138,339,以
﻿138,339,150,339,150,362,138,362,及
﻿123,70,137,70,137,90,123,90,禍
﻿123,90,137,90,137,111,123,111,難
﻿123,111,137,111,137,132,123,132,有
﻿123,132,137,132,137,153,123,153,仁
﻿123,153,137,153,137,173,123,173,厚
﻿123,173,137,173,137,194,123,194,之
﻿123,194,137,194,137,215,123,215,?
﻿123,215,137,215,137,236,123,236,而
﻿123,236,137,236,137,257,123,257,不
﻿123,257,137,257,137,277,123,277,能
﻿123,277,137,277,137,298,123,298,爲
﻿123,298,137,298,137,319,123,319,軍
﻿123,319,137,319,137,340,123,340,惜
﻿123,340,137,340,137,361,123,361,哉
﻿94,10,118,10,118,30,94,30,大
﻿94,30,118,30,118,51,94,51,行
﻿94,51,118,51,118,72,94,72,皇
﻿94,72,118,72,118,93,94,93,帝
﻿94,93,118,93,118,114,94,114,崩
﻿94,114,118,114,118,135,94,135,後
﻿94,135,118,135,118,156,94,156,帝
﻿94,156,118,156,118,177,94,177,與
﻿94,177,118,177,118,198,94,198,東
﻿94,198,118,198,118,219,94,219,城
﻿94,219,118,219,118,240,94,240,中
﻿94,240,118,240,118,261,94,261,國
﻿94,261,118,261,118,282,94,282,二
﻿94,282,118,282,118,303,94,303,王
﻿94,303,118,303,118,324,94,324,及
﻿94,324,118,324,118,345,94,345,同
﻿94,345,118,345,118,366,94,366,母
﻿94,366,118,366,118,387,94,387,第
﻿94,387,118,387,118,408,94,408,開
﻿64,11,86,11,86,31,64,31,明
﻿64,31,86,31,86,52,64,52,王
﻿64,52,86,52,86,73,64,73,爭
﻿64,73,86,73,86,94,64,94,立
﻿64,94,86,94,86,115,64,115,相
﻿64,115,86,115,86,136,64,136,持
﻿64,136,86,136,86,156,64,156,八
﻿64,156,86,156,86,177,64,177,月
﻿64,177,86,177,86,198,64,198,中
﻿64,198,86,198,86,219,64,219,國
﻿64,219,86,219,86,240,64,240,毋
﻿64,240,86,240,86,261,64,261,主
﻿64,261,86,261,86,281,64,281,冬
﻿64,281,86,281,86,302,64,302,十
﻿64,302,86,302,86,323,64,323,月
﻿64,323,86,323,86,344,64,344,東
﻿64,344,86,344,86,365,64,365,城
﻿64,365,86,365,86,386,64,386,王
﻿64,386,86,386,86,407,64,407,敗
﻿34,9,60,9,60,29,34,29,奔
﻿34,29,60,29,60,50,34,50,筥
﻿34,50,60,50,60,71,34,71,隆
﻿34,71,60,71,60,92,34,92,帝
﻿34,92,60,92,60,113,34,113,追
﻿34,113,60,113,60,134,34,134,捕
﻿34,134,60,134,60,154,34,154,之
﻿34,154,60,154,60,175,34,175,又
﻿34,175,60,175,60,196,34,196,奔
﻿34,196,60,196,60,217,34,217,占
﻿34,217,60,217,60,238,34,238,城
﻿34,238,60,238,60,259,34,259,未
﻿34,259,60,259,60,279,34,279,至
﻿34,279,60,279,60,300,34,300,爲
﻿34,300,60,300,60,321,34,321,石
﻿34,321,60,321,60,342,34,342,河
﻿34,342,60,342,60,363,34,363,州
﻿34,363,60,363,60,384,34,384,人
﻿34,384,60,384,60,405,34,405,殺
﻿11,9,30,9,30,28,11,28,于
﻿11,28,30,28,30,47,11,47,機
﻿11,47,30,47,30,66,11,66,羅
﻿11,66,30,66,30,85,11,85,海
﻿11,85,30,85,30,105,11,105,口
﻿21,107,32,107,32,128,21,128,今
﻿21,128,32,128,32,149,21,149,奇
﻿21,149,32,149,32,171,21,171,羅
﻿8,108,19,108,19,127,8,127,是
﻿8,127,19,127,19,147,8,147,也
﻿7,172,29,172,29,193,7,193,時
﻿7,193,29,193,29,214,7,214,國
﻿7,214,29,214,29,235,7,235,人
﻿7,235,29,235,29,257,7,257,亦
﻿7,257,29,257,29,278,7,278,奔
﻿7,278,29,278,29,299,7,299,附
﻿7,299,29,299,29,320,7,320,禦
﻿7,320,29,320,29,342,7,342,北
﻿7,342,29,342,29,363,7,363,王
﻿7,363,29,363,29,384,7,384,於
﻿7,384,29,384,29,406,7,406,扶
